{'loss': 2.3253, 'grad_norm': 0.21877968311309814, 'learning_rate': 1.41643059490085e-06, 'mean_token_accuracy': 0.5390011395531479, 'epoch': 0.0}
{'loss': 1.8797, 'grad_norm': 0.826477587223053, 'learning_rate': 4.542984839190255e-05, 'mean_token_accuracy': 0.571033137840062, 'epoch': 4.47}
{'loss': 1.7983, 'grad_norm': 0.7317211627960205, 'learning_rate': 4.53860310226974e-05, 'mean_token_accuracy': 0.58551299550505, 'epoch': 4.48}
{'loss': 2.0462, 'grad_norm': 0.8131827116012573, 'learning_rate': 4.534221365349225e-05, 'mean_token_accuracy': 0.5437081744744641, 'epoch': 4.48}
{'loss': 1.9369, 'grad_norm': 0.8386932015419006, 'learning_rate': 4.5298396284287095e-05, 'mean_token_accuracy': 0.5631469028479589, 'epoch': 4.48}
{'loss': 2.0115, 'grad_norm': 0.8054350018501282, 'learning_rate': 4.525457891508194e-05, 'mean_token_accuracy': 0.5499896415513282, 'epoch': 4.49}
{'loss': 1.9332, 'grad_norm': 0.9541642665863037, 'learning_rate': 4.521076154587679e-05, 'mean_token_accuracy': 0.5641591400210766, 'epoch': 4.49}
{'loss': 1.7626, 'grad_norm': 0.6544575691223145, 'learning_rate': 4.5166944176671635e-05, 'mean_token_accuracy': 0.5930182649572511, 'epoch': 4.49}
{'loss': 2.0147, 'grad_norm': 0.7643836140632629, 'learning_rate': 4.512312680746648e-05, 'mean_token_accuracy': 0.5461983012884657, 'epoch': 4.5}
{'loss': 1.8886, 'grad_norm': 0.8724843859672546, 'learning_rate': 4.507930943826133e-05, 'mean_token_accuracy': 0.5661084415813686, 'epoch': 4.5}
{'loss': 1.8704, 'grad_norm': 0.8447725772857666, 'learning_rate': 4.503549206905618e-05, 'mean_token_accuracy': 0.5719652339812853, 'epoch': 4.51}
{'loss': 1.8508, 'grad_norm': 0.995959997177124, 'learning_rate': 4.499167469985102e-05, 'mean_token_accuracy': 0.5774149475245035, 'epoch': 4.51}
{'loss': 1.645, 'grad_norm': 0.5822854042053223, 'learning_rate': 4.494785733064587e-05, 'mean_token_accuracy': 0.6116348861779343, 'epoch': 4.51}
{'loss': 1.9926, 'grad_norm': 0.7717137932777405, 'learning_rate': 4.490403996144072e-05, 'mean_token_accuracy': 0.5519919471008421, 'epoch': 4.52}
{'loss': 1.9657, 'grad_norm': 0.7531859874725342, 'learning_rate': 4.4860222592235565e-05, 'mean_token_accuracy': 0.5577346532190928, 'epoch': 4.52}
{'loss': 1.9661, 'grad_norm': 0.828959047794342, 'learning_rate': 4.481640522303041e-05, 'mean_token_accuracy': 0.555184376354904, 'epoch': 4.52}
{'loss': 1.9717, 'grad_norm': 0.8806985020637512, 'learning_rate': 4.477258785382526e-05, 'mean_token_accuracy': 0.5574524846653821, 'epoch': 4.53}
{'loss': 1.814, 'grad_norm': 0.5899198055267334, 'learning_rate': 4.4728770484620105e-05, 'mean_token_accuracy': 0.5852617403582177, 'epoch': 4.53}
{'loss': 1.9647, 'grad_norm': 0.7420428395271301, 'learning_rate': 4.468495311541495e-05, 'mean_token_accuracy': 0.5581065026438143, 'epoch': 4.53}
{'loss': 1.9605, 'grad_norm': 0.9125741720199585, 'learning_rate': 4.46411357462098e-05, 'mean_token_accuracy': 0.5578495525187998, 'epoch': 4.54}
{'loss': 1.9703, 'grad_norm': 0.8837494254112244, 'learning_rate': 4.459731837700465e-05, 'mean_token_accuracy': 0.5557461396603497, 'epoch': 4.54}
{'loss': 1.846, 'grad_norm': 1.0718915462493896, 'learning_rate': 4.455350100779949e-05, 'mean_token_accuracy': 0.5762359831878866, 'epoch': 4.54}
{'loss': 1.6566, 'grad_norm': 0.5505892634391785, 'learning_rate': 4.450968363859434e-05, 'mean_token_accuracy': 0.6066374773488261, 'epoch': 4.55}
{'loss': 2.0122, 'grad_norm': 0.65008944272995, 'learning_rate': 4.446586626938919e-05, 'mean_token_accuracy': 0.5493002997342942, 'epoch': 4.55}
{'loss': 1.9567, 'grad_norm': 0.6617545485496521, 'learning_rate': 4.4422048900184035e-05, 'mean_token_accuracy': 0.5566596961046659, 'epoch': 4.55}
{'loss': 1.9718, 'grad_norm': 0.8284654021263123, 'learning_rate': 4.437823153097888e-05, 'mean_token_accuracy': 0.5546990984123894, 'epoch': 4.56}
{'loss': 1.8439, 'grad_norm': 0.9303723573684692, 'learning_rate': 4.433441416177373e-05, 'mean_token_accuracy': 0.582224551740093, 'epoch': 4.56}
{'loss': 1.7781, 'grad_norm': 0.7212508916854858, 'learning_rate': 4.429059679256858e-05, 'mean_token_accuracy': 0.591539971509661, 'epoch': 4.56}
{'loss': 2.0242, 'grad_norm': 0.7487295866012573, 'learning_rate': 4.424677942336342e-05, 'mean_token_accuracy': 0.5498105253273805, 'epoch': 4.57}
{'loss': 1.9307, 'grad_norm': 0.7849127054214478, 'learning_rate': 4.420296205415827e-05, 'mean_token_accuracy': 0.5608467029972337, 'epoch': 4.57}
{'loss': 2.0034, 'grad_norm': 0.8224625587463379, 'learning_rate': 4.415914468495312e-05, 'mean_token_accuracy': 0.5533387941334685, 'epoch': 4.57}
{'loss': 1.8391, 'grad_norm': 0.8212009072303772, 'learning_rate': 4.4115327315747965e-05, 'mean_token_accuracy': 0.5802375239258821, 'epoch': 4.58}
{'loss': 1.7263, 'grad_norm': 0.6854413747787476, 'learning_rate': 4.407150994654281e-05, 'mean_token_accuracy': 0.6009995252754508, 'epoch': 4.58}
{'loss': 1.9475, 'grad_norm': 0.7115124464035034, 'learning_rate': 4.402769257733766e-05, 'mean_token_accuracy': 0.5612873639496258, 'epoch': 4.58}
{'loss': 2.0545, 'grad_norm': 0.8929459452629089, 'learning_rate': 4.3983875208132505e-05, 'mean_token_accuracy': 0.5431784770392702, 'epoch': 4.59}
{'loss': 1.8998, 'grad_norm': 0.849277675151825, 'learning_rate': 4.394005783892735e-05, 'mean_token_accuracy': 0.5704070720139315, 'epoch': 4.59}
{'loss': 1.9214, 'grad_norm': 0.97605961561203, 'learning_rate': 4.38962404697222e-05, 'mean_token_accuracy': 0.5661416338459966, 'epoch': 4.59}
{'loss': 1.6554, 'grad_norm': 0.5728310942649841, 'learning_rate': 4.385242310051705e-05, 'mean_token_accuracy': 0.6077516735075345, 'epoch': 4.6}
{'loss': 1.9778, 'grad_norm': 0.6602628827095032, 'learning_rate': 4.380860573131189e-05, 'mean_token_accuracy': 0.5543580099174291, 'epoch': 4.6}
{'loss': 1.8904, 'grad_norm': 0.7738919258117676, 'learning_rate': 4.376478836210674e-05, 'mean_token_accuracy': 0.5718859898584603, 'epoch': 4.6}
{'loss': 2.0054, 'grad_norm': 0.8109391331672668, 'learning_rate': 4.372097099290159e-05, 'mean_token_accuracy': 0.5472840933086692, 'epoch': 4.61}
{'loss': 1.8625, 'grad_norm': 0.7961791157722473, 'learning_rate': 4.3677153623696435e-05, 'mean_token_accuracy': 0.5732036525551135, 'epoch': 4.61}
{'loss': 1.6992, 'grad_norm': 0.7294029593467712, 'learning_rate': 4.363333625449128e-05, 'mean_token_accuracy': 0.6065242454707853, 'epoch': 4.61}
{'loss': 1.9441, 'grad_norm': 0.8053083419799805, 'learning_rate': 4.358951888528613e-05, 'mean_token_accuracy': 0.5629007070403277, 'epoch': 4.62}
{'loss': 1.9918, 'grad_norm': 0.7326680421829224, 'learning_rate': 4.354570151608098e-05, 'mean_token_accuracy': 0.5499978892270202, 'epoch': 4.62}
{'loss': 1.9317, 'grad_norm': 0.8061373233795166, 'learning_rate': 4.350188414687582e-05, 'mean_token_accuracy': 0.5652992690937706, 'epoch': 4.62}
{'loss': 1.9299, 'grad_norm': 0.877130389213562, 'learning_rate': 4.345806677767067e-05, 'mean_token_accuracy': 0.5615514073631311, 'epoch': 4.63}
{'loss': 1.6329, 'grad_norm': 0.647574245929718, 'learning_rate': 4.341424940846552e-05, 'mean_token_accuracy': 0.6168833143336757, 'epoch': 4.63}
{'loss': 1.964, 'grad_norm': 0.7116217017173767, 'learning_rate': 4.3370432039260365e-05, 'mean_token_accuracy': 0.5564188273137332, 'epoch': 4.63}
{'loss': 1.9774, 'grad_norm': 0.827354907989502, 'learning_rate': 4.332661467005521e-05, 'mean_token_accuracy': 0.5562842167664094, 'epoch': 4.64}
{'loss': 1.9973, 'grad_norm': 0.8226759433746338, 'learning_rate': 4.328279730085006e-05, 'mean_token_accuracy': 0.5530662586752432, 'epoch': 4.64}
{'loss': 1.9077, 'grad_norm': 0.9015157222747803, 'learning_rate': 4.3238979931644904e-05, 'mean_token_accuracy': 0.5665142977110164, 'epoch': 4.64}
{'loss': 1.6587, 'grad_norm': 0.6920645236968994, 'learning_rate': 4.319516256243975e-05, 'mean_token_accuracy': 0.6127854624869941, 'epoch': 4.65}
{'loss': 1.9295, 'grad_norm': 0.7015557289123535, 'learning_rate': 4.31513451932346e-05, 'mean_token_accuracy': 0.562926237116958, 'epoch': 4.65}
{'loss': 2.0772, 'grad_norm': 0.8518926501274109, 'learning_rate': 4.310752782402945e-05, 'mean_token_accuracy': 0.5384397789778377, 'epoch': 4.65}
{'loss': 1.9471, 'grad_norm': 0.8648115992546082, 'learning_rate': 4.3063710454824295e-05, 'mean_token_accuracy': 0.5586040393156138, 'epoch': 4.66}
{'loss': 1.8931, 'grad_norm': 0.991096556186676, 'learning_rate': 4.301989308561914e-05, 'mean_token_accuracy': 0.5689032095140529, 'epoch': 4.66}
{'loss': 1.8495, 'grad_norm': 0.7007068395614624, 'learning_rate': 4.297607571641399e-05, 'mean_token_accuracy': 0.5769265568443566, 'epoch': 4.66}
{'loss': 1.9356, 'grad_norm': 0.682991623878479, 'learning_rate': 4.2932258347208835e-05, 'mean_token_accuracy': 0.5634847934413882, 'epoch': 4.67}
{'loss': 1.9705, 'grad_norm': 0.7554376721382141, 'learning_rate': 4.288844097800368e-05, 'mean_token_accuracy': 0.5565154950981988, 'epoch': 4.67}
{'loss': 1.9994, 'grad_norm': 0.8529228568077087, 'learning_rate': 4.284462360879853e-05, 'mean_token_accuracy': 0.550054232767436, 'epoch': 4.68}
{'loss': 1.8791, 'grad_norm': 0.9544886946678162, 'learning_rate': 4.2800806239593374e-05, 'mean_token_accuracy': 0.5745590710727962, 'epoch': 4.68}
{'loss': 1.6014, 'grad_norm': 0.6502997279167175, 'learning_rate': 4.2756988870388225e-05, 'mean_token_accuracy': 0.617570279667994, 'epoch': 4.68}
{'loss': 1.9216, 'grad_norm': 0.6799217462539673, 'learning_rate': 4.271317150118307e-05, 'mean_token_accuracy': 0.5609676573365568, 'epoch': 4.69}
{'loss': 2.0019, 'grad_norm': 0.7746226787567139, 'learning_rate': 4.266935413197792e-05, 'mean_token_accuracy': 0.5481179040214448, 'epoch': 4.69}
{'loss': 2.0105, 'grad_norm': 0.8133519291877747, 'learning_rate': 4.2625536762772765e-05, 'mean_token_accuracy': 0.5497695780744546, 'epoch': 4.69}
{'loss': 1.8776, 'grad_norm': 0.8827617168426514, 'learning_rate': 4.258171939356761e-05, 'mean_token_accuracy': 0.5732267752897596, 'epoch': 4.7}
{'loss': 1.6921, 'grad_norm': 0.6910678744316101, 'learning_rate': 4.253790202436246e-05, 'mean_token_accuracy': 0.6056554988938256, 'epoch': 4.7}
{'loss': 2.0034, 'grad_norm': 0.8123742341995239, 'learning_rate': 4.2494084655157304e-05, 'mean_token_accuracy': 0.5487766080581633, 'epoch': 4.7}
{'loss': 1.9752, 'grad_norm': 0.7966757416725159, 'learning_rate': 4.2450267285952155e-05, 'mean_token_accuracy': 0.5526926504323548, 'epoch': 4.71}
{'loss': 1.9908, 'grad_norm': 0.8342721462249756, 'learning_rate': 4.2406449916747e-05, 'mean_token_accuracy': 0.5520296710560428, 'epoch': 4.71}
{'loss': 1.9047, 'grad_norm': 0.8302947878837585, 'learning_rate': 4.2362632547541844e-05, 'mean_token_accuracy': 0.5677068296206236, 'epoch': 4.71}
{'loss': 1.6707, 'grad_norm': 0.6497158408164978, 'learning_rate': 4.2318815178336695e-05, 'mean_token_accuracy': 0.6099904097984172, 'epoch': 4.72}
{'loss': 1.9972, 'grad_norm': 0.7572078704833984, 'learning_rate': 4.227499780913154e-05, 'mean_token_accuracy': 0.5550933653133802, 'epoch': 4.72}
{'loss': 1.9298, 'grad_norm': 0.794274628162384, 'learning_rate': 4.223118043992639e-05, 'mean_token_accuracy': 0.5662972017871706, 'epoch': 4.72}
{'loss': 1.9949, 'grad_norm': 0.8294168710708618, 'learning_rate': 4.2187363070721235e-05, 'mean_token_accuracy': 0.5564886969928707, 'epoch': 4.73}
{'loss': 1.9255, 'grad_norm': 0.7408239841461182, 'learning_rate': 4.2143545701516086e-05, 'mean_token_accuracy': 0.5636284177629038, 'epoch': 4.73}
{'loss': 1.7055, 'grad_norm': 0.6035312414169312, 'learning_rate': 4.209972833231093e-05, 'mean_token_accuracy': 0.5989980042787164, 'epoch': 4.73}
{'loss': 1.9595, 'grad_norm': 0.7418354749679565, 'learning_rate': 4.2055910963105774e-05, 'mean_token_accuracy': 0.5583802421652105, 'epoch': 4.74}
{'loss': 2.0217, 'grad_norm': 0.8062434792518616, 'learning_rate': 4.2012093593900625e-05, 'mean_token_accuracy': 0.5485976442371714, 'epoch': 4.74}
{'loss': 1.9552, 'grad_norm': 0.8276579976081848, 'learning_rate': 4.196827622469547e-05, 'mean_token_accuracy': 0.555931347681166, 'epoch': 4.74}
{'loss': 1.9132, 'grad_norm': 0.8202850818634033, 'learning_rate': 4.192445885549032e-05, 'mean_token_accuracy': 0.5666613340847799, 'epoch': 4.75}
{'loss': 1.6538, 'grad_norm': 0.632152795791626, 'learning_rate': 4.1880641486285165e-05, 'mean_token_accuracy': 0.6133485220361178, 'epoch': 4.75}
{'loss': 1.8973, 'grad_norm': 0.698590874671936, 'learning_rate': 4.1836824117080016e-05, 'mean_token_accuracy': 0.5713566494258357, 'epoch': 4.75}
{'loss': 2.0349, 'grad_norm': 0.8232246041297913, 'learning_rate': 4.179300674787486e-05, 'mean_token_accuracy': 0.5433826750533949, 'epoch': 4.76}
{'loss': 1.9833, 'grad_norm': 0.7687104344367981, 'learning_rate': 4.1749189378669704e-05, 'mean_token_accuracy': 0.554331679544037, 'epoch': 4.76}
{'loss': 1.8719, 'grad_norm': 0.869720995426178, 'learning_rate': 4.1705372009464555e-05, 'mean_token_accuracy': 0.5743849032478481, 'epoch': 4.76}
{'loss': 1.6764, 'grad_norm': 0.6567489504814148, 'learning_rate': 4.16615546402594e-05, 'mean_token_accuracy': 0.6102588984940684, 'epoch': 4.77}
{'loss': 1.9968, 'grad_norm': 0.6731186509132385, 'learning_rate': 4.1617737271054244e-05, 'mean_token_accuracy': 0.5493035307670551, 'epoch': 4.77}
{'loss': 1.9721, 'grad_norm': 0.7137338519096375, 'learning_rate': 4.1573919901849095e-05, 'mean_token_accuracy': 0.5524504266663457, 'epoch': 4.77}
{'loss': 2.0247, 'grad_norm': 0.7474558353424072, 'learning_rate': 4.1530102532643946e-05, 'mean_token_accuracy': 0.5459045623467469, 'epoch': 4.78}
{'loss': 1.9619, 'grad_norm': 0.92249596118927, 'learning_rate': 4.148628516343879e-05, 'mean_token_accuracy': 0.560055612900275, 'epoch': 4.78}
{'loss': 1.6086, 'grad_norm': 0.6069269180297852, 'learning_rate': 4.1442467794233634e-05, 'mean_token_accuracy': 0.6159391347338468, 'epoch': 4.78}
{'loss': 1.9481, 'grad_norm': 0.7016183733940125, 'learning_rate': 4.1398650425028485e-05, 'mean_token_accuracy': 0.5627133289029057, 'epoch': 4.79}
{'loss': 2.0164, 'grad_norm': 0.7920287251472473, 'learning_rate': 4.135483305582333e-05, 'mean_token_accuracy': 0.551719052777727, 'epoch': 4.79}
{'loss': 1.9129, 'grad_norm': 0.8502556085586548, 'learning_rate': 4.1311015686618174e-05, 'mean_token_accuracy': 0.5656197546365302, 'epoch': 4.79}
{'loss': 1.9113, 'grad_norm': 0.8173072338104248, 'learning_rate': 4.1267198317413025e-05, 'mean_token_accuracy': 0.5631360775814416, 'epoch': 4.8}
{'loss': 1.7833, 'grad_norm': 0.6344707012176514, 'learning_rate': 4.1223380948207876e-05, 'mean_token_accuracy': 0.5860833857449254, 'epoch': 4.8}
{'loss': 1.9391, 'grad_norm': 0.7765150666236877, 'learning_rate': 4.1179563579002714e-05, 'mean_token_accuracy': 0.5615457399667011, 'epoch': 4.8}
{'loss': 1.9823, 'grad_norm': 0.824191689491272, 'learning_rate': 4.1135746209797565e-05, 'mean_token_accuracy': 0.5577412255585005, 'epoch': 4.81}
{'loss': 1.9578, 'grad_norm': 0.8335139751434326, 'learning_rate': 4.1091928840592416e-05, 'mean_token_accuracy': 0.5541076346175973, 'epoch': 4.81}
{'loss': 1.8731, 'grad_norm': 0.9144964218139648, 'learning_rate': 4.104811147138726e-05, 'mean_token_accuracy': 0.5722896969861749, 'epoch': 4.81}
{'loss': 1.667, 'grad_norm': 0.6369075775146484, 'learning_rate': 4.1004294102182104e-05, 'mean_token_accuracy': 0.6123973040706643, 'epoch': 4.82}
{'loss': 1.9567, 'grad_norm': 0.7024032473564148, 'learning_rate': 4.0960476732976955e-05, 'mean_token_accuracy': 0.5584805677639328, 'epoch': 4.82}
{'loss': 1.9897, 'grad_norm': 0.7793528437614441, 'learning_rate': 4.0916659363771806e-05, 'mean_token_accuracy': 0.5560885793026644, 'epoch': 4.82}
{'loss': 1.9348, 'grad_norm': 0.872607409954071, 'learning_rate': 4.0872841994566644e-05, 'mean_token_accuracy': 0.5652616075424685, 'epoch': 4.83}
{'loss': 1.8345, 'grad_norm': 0.8494169116020203, 'learning_rate': 4.0829024625361495e-05, 'mean_token_accuracy': 0.5778775991059845, 'epoch': 4.83}
{'loss': 1.5822, 'grad_norm': 0.6108229160308838, 'learning_rate': 4.0785207256156346e-05, 'mean_token_accuracy': 0.6223891230839963, 'epoch': 4.83}
{'loss': 1.9666, 'grad_norm': 0.7001937031745911, 'learning_rate': 4.074138988695119e-05, 'mean_token_accuracy': 0.5551667809548977, 'epoch': 4.84}
{'loss': 1.9221, 'grad_norm': 0.6566659808158875, 'learning_rate': 4.0697572517746034e-05, 'mean_token_accuracy': 0.5618941259774414, 'epoch': 4.84}
{'loss': 1.9991, 'grad_norm': 0.8347094058990479, 'learning_rate': 4.0653755148540885e-05, 'mean_token_accuracy': 0.5470434234056849, 'epoch': 4.85}
{'loss': 1.8863, 'grad_norm': 0.9366811513900757, 'learning_rate': 4.060993777933573e-05, 'mean_token_accuracy': 0.5645642758346867, 'epoch': 4.85}
{'loss': 1.7967, 'grad_norm': 0.691541850566864, 'learning_rate': 4.0566120410130574e-05, 'mean_token_accuracy': 0.5849630200714122, 'epoch': 4.85}
{'loss': 1.902, 'grad_norm': 0.7241646647453308, 'learning_rate': 4.0522303040925425e-05, 'mean_token_accuracy': 0.5622404557714779, 'epoch': 4.86}
{'loss': 1.9543, 'grad_norm': 0.7625271081924438, 'learning_rate': 4.0478485671720276e-05, 'mean_token_accuracy': 0.5599017561228664, 'epoch': 4.86}
{'loss': 1.9988, 'grad_norm': 0.8173466324806213, 'learning_rate': 4.0434668302515113e-05, 'mean_token_accuracy': 0.5544324703332505, 'epoch': 4.86}
{'loss': 1.898, 'grad_norm': 0.9067651629447937, 'learning_rate': 4.0390850933309965e-05, 'mean_token_accuracy': 0.5672738418824873, 'epoch': 4.87}
{'loss': 1.6404, 'grad_norm': 0.636011004447937, 'learning_rate': 4.0347033564104816e-05, 'mean_token_accuracy': 0.6166361457668266, 'epoch': 4.87}
{'loss': 1.947, 'grad_norm': 0.7709682583808899, 'learning_rate': 4.030321619489966e-05, 'mean_token_accuracy': 0.5594655437869911, 'epoch': 4.87}
{'loss': 2.0316, 'grad_norm': 0.8610575795173645, 'learning_rate': 4.0259398825694504e-05, 'mean_token_accuracy': 0.544296181850924, 'epoch': 4.88}
{'loss': 2.0096, 'grad_norm': 0.7738515138626099, 'learning_rate': 4.0215581456489355e-05, 'mean_token_accuracy': 0.5468463166113443, 'epoch': 4.88}
{'loss': 1.9514, 'grad_norm': 0.8630958199501038, 'learning_rate': 4.01717640872842e-05, 'mean_token_accuracy': 0.5565881480817346, 'epoch': 4.88}
{'loss': 1.6696, 'grad_norm': 0.6625952124595642, 'learning_rate': 4.0127946718079044e-05, 'mean_token_accuracy': 0.6067897299714178, 'epoch': 4.89}
{'loss': 1.9586, 'grad_norm': 0.7716925740242004, 'learning_rate': 4.0084129348873895e-05, 'mean_token_accuracy': 0.5539830664792296, 'epoch': 4.89}
{'loss': 1.9941, 'grad_norm': 0.732273280620575, 'learning_rate': 4.0040311979668746e-05, 'mean_token_accuracy': 0.55059449451812, 'epoch': 4.89}
{'loss': 1.9771, 'grad_norm': 0.7811368107795715, 'learning_rate': 3.999649461046359e-05, 'mean_token_accuracy': 0.5567984600427418, 'epoch': 4.9}
{'loss': 1.8766, 'grad_norm': 0.8733969926834106, 'learning_rate': 3.9952677241258434e-05, 'mean_token_accuracy': 0.5729153391803211, 'epoch': 4.9}
{'loss': 1.7434, 'grad_norm': 0.7113046050071716, 'learning_rate': 3.9908859872053285e-05, 'mean_token_accuracy': 0.5954128165344625, 'epoch': 4.9}
{'loss': 2.0201, 'grad_norm': 0.738802969455719, 'learning_rate': 3.986504250284813e-05, 'mean_token_accuracy': 0.5457554230444074, 'epoch': 4.91}
{'loss': 1.9433, 'grad_norm': 0.7602018713951111, 'learning_rate': 3.9821225133642974e-05, 'mean_token_accuracy': 0.5584863686611903, 'epoch': 4.91}
{'loss': 2.0693, 'grad_norm': 0.8363311886787415, 'learning_rate': 3.9777407764437825e-05, 'mean_token_accuracy': 0.5418317891130143, 'epoch': 4.91}
{'loss': 1.9019, 'grad_norm': 0.9484126567840576, 'learning_rate': 3.9733590395232676e-05, 'mean_token_accuracy': 0.5664212801349506, 'epoch': 4.92}
{'loss': 1.696, 'grad_norm': 0.6774178743362427, 'learning_rate': 3.968977302602752e-05, 'mean_token_accuracy': 0.6031100623656466, 'epoch': 4.92}
{'loss': 2.0188, 'grad_norm': 0.705194354057312, 'learning_rate': 3.9645955656822364e-05, 'mean_token_accuracy': 0.5478672182635069, 'epoch': 4.92}
{'loss': 1.9783, 'grad_norm': 0.7747495770454407, 'learning_rate': 3.9602138287617215e-05, 'mean_token_accuracy': 0.5540395742174177, 'epoch': 4.93}
{'loss': 1.9783, 'grad_norm': 0.8845449090003967, 'learning_rate': 3.955832091841206e-05, 'mean_token_accuracy': 0.5526087349839266, 'epoch': 4.93}
{'loss': 1.9157, 'grad_norm': 0.8146339654922485, 'learning_rate': 3.9514503549206904e-05, 'mean_token_accuracy': 0.5671377774380397, 'epoch': 4.93}
{'loss': 1.7384, 'grad_norm': 0.6201820373535156, 'learning_rate': 3.9470686180001755e-05, 'mean_token_accuracy': 0.5940030568630579, 'epoch': 4.94}
{'loss': 1.9831, 'grad_norm': 0.6746951937675476, 'learning_rate': 3.94268688107966e-05, 'mean_token_accuracy': 0.5528387411367298, 'epoch': 4.94}
{'loss': 1.9977, 'grad_norm': 0.742642879486084, 'learning_rate': 3.938305144159145e-05, 'mean_token_accuracy': 0.5537206395202828, 'epoch': 4.94}
{'loss': 1.9457, 'grad_norm': 0.7250270247459412, 'learning_rate': 3.9339234072386295e-05, 'mean_token_accuracy': 0.5592432050009577, 'epoch': 4.95}
{'loss': 1.9066, 'grad_norm': 0.92694091796875, 'learning_rate': 3.9295416703181146e-05, 'mean_token_accuracy': 0.5660034398303424, 'epoch': 4.95}
{'loss': 1.7323, 'grad_norm': 0.6242338418960571, 'learning_rate': 3.925159933397599e-05, 'mean_token_accuracy': 0.5927110676020769, 'epoch': 4.95}
{'loss': 1.9964, 'grad_norm': 0.7842755317687988, 'learning_rate': 3.9207781964770834e-05, 'mean_token_accuracy': 0.5486525768701745, 'epoch': 4.96}
{'loss': 2.0114, 'grad_norm': 0.7971974015235901, 'learning_rate': 3.9163964595565685e-05, 'mean_token_accuracy': 0.5482455538865036, 'epoch': 4.96}
{'loss': 1.8972, 'grad_norm': 0.8115065693855286, 'learning_rate': 3.912014722636053e-05, 'mean_token_accuracy': 0.5695866509330271, 'epoch': 4.96}
{'loss': 1.9575, 'grad_norm': 0.8818612694740295, 'learning_rate': 3.907632985715538e-05, 'mean_token_accuracy': 0.5611580738152055, 'epoch': 4.97}
{'loss': 1.7015, 'grad_norm': 0.7323806881904602, 'learning_rate': 3.9032512487950225e-05, 'mean_token_accuracy': 0.6009365858208715, 'epoch': 4.97}
{'loss': 1.9443, 'grad_norm': 0.7377858757972717, 'learning_rate': 3.898869511874507e-05, 'mean_token_accuracy': 0.5571302814747983, 'epoch': 4.97}
{'loss': 1.9154, 'grad_norm': 0.744931161403656, 'learning_rate': 3.894487774953992e-05, 'mean_token_accuracy': 0.5650757821650856, 'epoch': 4.98}
{'loss': 1.9339, 'grad_norm': 0.7676373720169067, 'learning_rate': 3.8901060380334764e-05, 'mean_token_accuracy': 0.5630199692470884, 'epoch': 4.98}
{'loss': 1.8469, 'grad_norm': 0.8243052959442139, 'learning_rate': 3.8857243011129615e-05, 'mean_token_accuracy': 0.5760700710546731, 'epoch': 4.98}
{'loss': 1.7252, 'grad_norm': 0.6366750001907349, 'learning_rate': 3.881342564192446e-05, 'mean_token_accuracy': 0.5977041076501146, 'epoch': 4.99}
{'loss': 1.9759, 'grad_norm': 0.7025937438011169, 'learning_rate': 3.876960827271931e-05, 'mean_token_accuracy': 0.5508684207697642, 'epoch': 4.99}
{'loss': 2.0505, 'grad_norm': 0.8105257749557495, 'learning_rate': 3.8725790903514155e-05, 'mean_token_accuracy': 0.5386606640558, 'epoch': 4.99}
{'loss': 1.8908, 'grad_norm': 0.9711773991584778, 'learning_rate': 3.8681973534309e-05, 'mean_token_accuracy': 0.5667833210807697, 'epoch': 5.0}
{'loss': 1.8199, 'grad_norm': 0.6128097176551819, 'learning_rate': 3.863815616510385e-05, 'mean_token_accuracy': 0.6127886202593495, 'epoch': 5.0}
{'loss': 1.9106, 'grad_norm': 0.678413987159729, 'learning_rate': 3.8594338795898695e-05, 'mean_token_accuracy': 0.5659126383795356, 'epoch': 5.01}
{'loss': 1.9941, 'grad_norm': 0.7520540356636047, 'learning_rate': 3.8550521426693546e-05, 'mean_token_accuracy': 0.5519128587141511, 'epoch': 5.01}
{'loss': 2.0088, 'grad_norm': 0.7697423696517944, 'learning_rate': 3.850670405748839e-05, 'mean_token_accuracy': 0.5461097072190523, 'epoch': 5.01}
{'loss': 1.8343, 'grad_norm': 0.7277252674102783, 'learning_rate': 3.846288668828324e-05, 'mean_token_accuracy': 0.5778741790212326, 'epoch': 5.02}
{'loss': 1.6652, 'grad_norm': 0.6157842874526978, 'learning_rate': 3.8419069319078085e-05, 'mean_token_accuracy': 0.6093039717944556, 'epoch': 5.02}
{'loss': 1.8389, 'grad_norm': 0.8012179136276245, 'learning_rate': 3.837525194987293e-05, 'mean_token_accuracy': 0.5789484926779028, 'epoch': 5.02}
{'loss': 2.0538, 'grad_norm': 0.8851063251495361, 'learning_rate': 3.833143458066778e-05, 'mean_token_accuracy': 0.5388219553625279, 'epoch': 5.03}
{'loss': 2.0514, 'grad_norm': 0.8464127779006958, 'learning_rate': 3.8287617211462625e-05, 'mean_token_accuracy': 0.54314937031702, 'epoch': 5.03}
{'loss': 1.8528, 'grad_norm': 0.9494748711585999, 'learning_rate': 3.824379984225747e-05, 'mean_token_accuracy': 0.5756779142106015, 'epoch': 5.03}
{'loss': 1.6568, 'grad_norm': 0.6238915920257568, 'learning_rate': 3.819998247305232e-05, 'mean_token_accuracy': 0.610677172476523, 'epoch': 5.04}
{'loss': 1.982, 'grad_norm': 0.6771708130836487, 'learning_rate': 3.815616510384717e-05, 'mean_token_accuracy': 0.5548955203307597, 'epoch': 5.04}
